account-seq,bureau-code,treasury-code,account_name,account-deleted
0,00,91-271830,"Federal Family Education Loan Program, Downward Reestimates of Subsidies",N
0,00,91-274130,"College Housing and Academic Facilities Loan, Downward Reestimates of Subsidies",N
0,00,91-278110,"Federal Direct Student Loan Program, Negative Subsidies",N
0,00,91-278130,"Federal Direct Student Loan Program, Downward Reestimates of Subsidies",N
0,00,91-278310,"Federal Perkins Loan, Negative Subsidies",N
0,00,91-279410,"TEACH Grant Program, Negative Subsidies",N
0,00,91-279430,"TEACH Grant Program, Downward Reestimates of Subsidies",N
0,00,91-279830,"Health Education Assistance Loans, Downward Reestimates of Subsidies",N
0,00,91-291500,"Repayment of Loans, Capital Contributions, Higher Education Activities",N
0,00,91-322000,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,N
0,00,91-388500,Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts,N
0,00,91-555710,Student Financial Assistance Debt Collection,N
0,00,91-825810,Contributions,N
0,10,91-0900,Accelerating Achievement and Ensuring Equity,N
0,10,91-0102,Impact Aid,N
0,10,91-1000,Education Improvement Programs,N
0,10,91-0203,Supporting Student Success,N
0,10,91-0101,Indian Student Education,N
0,10,91-0012,Education Jobs Fund,N
0,10,91-1909,"State Fiscal Stabilization Fund, Recovery Act",N
0,12,91-0204,Innovation and Instructional Teams,N
0,15,91-1300,English Learner Education,N
0,20,91-0300,Special Education,N
0,20,91-0301,Rehabilitation Services and Disability Research,N
0,20,91-0600,American Printing House for the Blind,N
0,20,91-0601,National Technical Institute for the Deaf,N
0,20,91-0602,Gallaudet University,N
0,30,91-0400,"Career, Technical and Adult Education",N
0,40,91-0201,Higher Education,N
0,40,91-0603,Howard University,N
0,40,91-0241,College Housing and Academic Facilities Loans Program Account,N
0,40,91-4252,College Housing and Academic Facilities Loans Financing Account,N
0,40,91-0242,College Housing and Academic Facilities Loans Liquidating Account,N
0,40,91-4255,Historically Black College and University Capital Financing Direct Loan Financing Account,N
0,45,91-0200,Student Financial Assistance,N
0,45,91-0202,Student Aid Administration,N
0,45,91-0205,Academic Competitiveness/SMART Grant Program,N
0,45,91-0206,Teacher Education Assistance,N
0,45,91-4290,TEACH Grant Financing Account,N
0,45,91-5557,Student Financial Assistance Debt Collection,N
0,45,91-4257,Federal Student Loan Reserve Fund,N
0,45,91-0243,Federal Direct Student Loan Program Account,N
0,45,91-4253,Federal Direct Student Loan Program Financing Account,N
0,45,91-0231,Federal Family Education Loan Program Account,N
0,45,91-4251,Federal Family Education Loan Program Financing Account,N
0,45,91-4453,Temporary Student Loan Purchase Authority Financing Account,N
0,45,91-4449,Student Loan Acquisition Account,N
0,45,91-4459,Temporary Student Loan Purchase Authority Conduit Financing Account,N
0,45,91-0230,Federal Family Education Loan Liquidating Account,N
0,45,91-0217,Federal Perkins Loan Program Account,N
0,45,91-4574,Federal Perkins Loan Financing Account,N
0,45,91-4300,Health Education Assistance Loans Financing Account,N
0,50,91-1100,Institute of Education Sciences,N
0,80,91-0800,Program Administration,N
0,80,91-0700,Office for Civil Rights,N
0,80,91-1400,Office of the Inspector General,N
0,85,91-0013,Hurricane Education Recovery,N
0,SP,,GENERAL FUND RECEIPT ACCOUNTS,N
0,SP,,GENERAL PROVISIONS,N
0,00,89-089400,"Fees and Recoveries, Federal Energy Regulatory Commission",N
0,00,89-143500,"General Fund Proprietary Interest Receipts, not Otherwise Classified",N
0,00,89-223000,Oil and Gas Sale Proceeds at NPRs.,N
0,00,89-223100,Privatization of Elk Hills,N
0,00,89-223400,Sale of Strategic Petroleum Reserve Oil,N
0,00,89-224500,"Sale and Transmission of Electric Energy, Falcon Dam",N
0,00,89-224700,"Sale and Transmission of Electric Energy, Southwestern Power Administration",N
0,00,89-224800,"Sale and Transmission of Electric Energy, Southeastern Power Administration",N
0,00,89-224900,"Sale of Power and Other Utilities, not Otherwise Classified",N
0,00,89-279530,DOE ATVM Direct Loans Downward Reestimate Account,N
0,00,89-279610,"Title 17 Innovative Technology Loan Guarantee Financing, Section 1705, Negative Subsidies",N
0,00,89-279730,DOE Loan Guarantees (Section 1703) Downward Reestimate Account,N
0,00,89-288900,"Repayments on Miscellaneous Recoverable Costs, not Otherwise Classified",N
0,00,89-322000,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,N
0,00,89-330500,"Transfer of Excess Receipts to the General  Fund, Federal Energy Regulatory Commission",N
0,00,89-388500,Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts,N
0,00,89-500026,"Reclamation Fund, All Other, Sale of Electric Energy, Bonneville Power Administration",N
0,00,89-500027,"Reclamation Fund, All Other, Sale of Power and Other Utilities (WAPA)",N
0,00,89-501200,"Licenses under Federal Power Act, Improvements of Navigable Waters",N
0,00,89-501300,Licensee Benefit Charge,N
0,00,89-510500,"Licenses under Federal Power Act from Public Lands and National Forests, Payment to States (37 1/2%)",N
0,00,89-517810,Falcon and Amistad Operating and Maintenance Fund Receipts,N
0,00,89-522710,Nuclear Waste Disposal Fund,N
0,00,89-522720,"Earnings on Investments, Nuclear Waste Disposal Fund",N
0,00,89-522810,"Miscellaneous Revenues, Departmental Administration",N
0,00,89-523110,"Assessments, Decontamination and Decommissioning Fund",N
0,00,89-523120,"Earnings on Investments, Decontamination and Decommissioning Fund",N
0,00,89-523130,"Domestic Utility Fees, Decontamination and Decommissioning Fund",N
0,00,89-523140,"General Fund Payment - Defense, Decontamination and Decommissioning Fund",N
0,00,89-536930,Sale of Northeast Home Heating Oil Reserve,N
0,00,89-542810,Elk Hills School Lands Fund,N
0,00,89-552310,"OCS Receipts, Ultra-deepwater and Unconventional Natural Gas and Other Petroleum Research Fund",N
0,00,89-553010,Receipts from Uranium Sales and Remediation,N
0,00,89-556510,"Transfer of Sales of Power and Energy Related Services, SWPA",N
0,00,89-564900,"Deposits from Sale and Transmission of Electric Energy, Southwestern Power Administration",N
0,00,89-565300,"Deposits from Sale and Transmission of Electric Energy, Southeastern Power Administration",N
0,05,89-0313,Office of the Administrator,N
0,05,89-0314,Naval Reactors,N
0,05,89-0240,Weapons Activities,N
0,05,89-0309,Defense Nuclear Nonproliferation,N
0,05,89-0312,Cerro Grande Fire Activities,N
0,10,89-0242,Defense Environmental Restoration and Waste Management,N
0,10,89-0251,Defense Environmental Cleanup,N
0,10,89-0249,Defense Environmental Services,N
0,10,89-0245,Environmental Management Cleanup Reform,N
0,10,89-0243,Other Defense Activities,N
0,10,89-0244,Defense Nuclear Waste Disposal,N
0,20,89-0222,Science,N
0,20,89-0337,Advanced Research Projects Agency,N
0,20,89-0336,"Energy Transformation Acceleration Fund, Recovery Act",N
0,20,89-0224,Energy Supply and Conservation,N
0,20,89-0319,Nuclear Energy,N
0,20,89-0318,Electricity Delivery and Energy Reliability,N
0,20,89-0320,Legacy Management,N
0,20,89-0321,Energy Efficiency and Renewable Energy,N
0,20,89-0341,Home Energy Retrofit Rebate Program,N
0,20,89-0315,Non-defense Environmental Cleanup,N
0,20,89-0213,Fossil Energy Research and Development,N
0,20,89-0219,Naval Petroleum and Oil Shale Reserves,N
0,20,89-0215,Energy Conservation,N
0,20,89-0218,Strategic Petroleum Reserve,N
0,20,89-0233,SPR Petroleum Account,N
0,20,89-0216,Energy Information Administration,N
0,20,89-0217,Economic Regulation,N
0,20,89-0212,Federal Energy Regulatory Commission,N
0,20,89-0206,Geothermal Resources Development Fund,N
0,20,89-0235,Clean Coal Technology,N
0,20,89-5180,Alternative Fuels Production,N
0,20,89-5523,Ultra-deepwater and Unconventional Natural Gas and Other Petroleum Research Fund,N
0,20,89-5428,Elk Hills School Lands Fund,N
0,20,89-5370,"Arctic National Wildlife Refuge, Alternative Energy",N
0,20,89-5105,Payments to States under Federal Power Act,N
0,20,89-5369,Northeast Home Heating Oil Reserve,N
0,20,89-5227,Nuclear Waste Disposal,N
0,20,89-5231,Uranium Enrichment Decontamination and Decommissioning Fund,N
0,20,89-5530,Uranium Sales and Remediation,N
0,20,89-4180,Isotope Production and Distribution Program Fund,N
0,20,89-0322,Advanced Technology Vehicles Manufacturing Loan Program Account,N
0,20,89-4579,Advanced Technology Vehicles Manufacturing Direct Loan Financing Account,N
0,20,89-0208,Title 17 Innovative Technology Loan Guarantee Program,N
0,20,89-4455,Title 17 Innovative Technology Direct Loan Financing Account,N
0,20,89-4577,Title 17 Innovative Technology Guaranteed Loan Financing Account,N
0,20,89-0324,"Better Buildings Pilot Loan Guarantee Initiative for Universities, Schools, and Hospitals",N
0,20,89-4359,"Better Buildings Pilot Loan Guarantee Initiative Financing for Universities, Schools, and Hospitals",N
0,20,89-8575,Advances for Cooperative Work,N
0,50,89-0304,"Operation and Maintenance, Alaska Power Administration",N
0,50,89-0302,"Operation and Maintenance, Southeastern Power Administration",N
0,50,89-5653,"Continuing Fund, Southeastern Power Administration",N
0,50,89-0303,"Operation and Maintenance, Southwestern Power Administration",N
0,50,89-5565,White River Minimum Flow,N
0,50,89-5649,"Continuing Fund, Southwestern Power Administration",N
0,50,89-5068,"Construction, Rehabilitation, Operation and Maintenance, Western Area Power Administration",N
0,50,89-4404,"Western Area Power Administration, Borrowing Authority, Recovery Act.",N
0,50,89-5069,"Emergency Fund, Western Area Power Administration",N
0,50,89-5178,Falcon and Amistad Operating and Maintenance Fund,N
0,50,89-4452,"Colorado River Basins Power Marketing Fund, Western Area Power Administration",N
0,50,89-4045,Bonneville Power Administration Fund,N
0,60,89-0228,Departmental Administration,N
0,60,89-0236,Office of the Inspector General,N
0,60,89-4563,Working Capital Fund,N
0,SP,,GENERAL FUND RECEIPT ACCOUNTS,N
0,SP,,GENERAL PROVISIONS—DEPARTMENT OF ENERGY,N
0,SP,,TITLE V—GENERAL PROVISIONS,N
0,00,75-143500,"General Fund Proprietary Interest Receipts, not Otherwise Classified",N
0,00,75-274530,"Health Education Assistance Loans, Downward Reestimates of Subsidies",N
0,00,75-275830,"Downward Reestimates of Subsidies, Health Centers",N
0,00,75-310700,Federal Share of Child Support Collections,N
0,00,75-322000,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,N
0,00,75-388500,Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts,N
0,00,75-507110,"Rent and Charges for Quarters, Indian Health Service",N
0,00,75-514510,"Cooperative Research and Development Agreements, NIH",N
0,00,75-514610,"Cooperative Research and Development Agreements, Centers for Disease Control",N
0,00,75-514810,"Cooperative Research and Development Agreements, FDA",N
0,00,75-541610,"User Fees, FDA",N
0,00,75-555120,"Interest, Child Enrollment Contingency Fund",N
0,00,75-975110,Reinsurance and Risk Adjustment Program Collections,N
0,00,75-800408,"Fee on Branded Prescription Pharmaceutical Manufacturers and Importers, SMI",N
0,00,75-800410,"Federal Contributions, FSMI Fund",N
0,00,75-800420,"Interest Received by Trust Fund, FSMI Fund",N
0,00,75-800429,"Other Proprietary Interest from the Public, FSMI Fund",N
0,00,75-800434,"Federal Contribution, State Low-income Determinations, Prescription Drug Account, FSMI",N
0,00,75-800435,"Premiums Collected for Medicare Prescription Drug Account, FSMI",N
0,00,75-800436,"Payments from States, Medicare Prescription Drug Account, FSMI",N
0,00,75-800437,"Interest, Medicare Prescription Drug Account, FSMI",N
0,00,75-800440,"Basic Premium, Medicare Advantage, FSMI Trust Fund",N
0,00,75-800445,"Medicare Refunds, SMI",N
0,00,75-800446,"Federal Contribution for Admin. Contribution for Admin. Costs, Prescription Drug Account, FSMI",N
0,00,75-800447,"Federal Contributions for Benefits, Prescription Drug Account, SMI",N
0,00,75-800450,"Premiums Collected for the Aged, FSMI Fund",N
0,00,75-800460,"Miscellaneous Federal Payments, Federal Supplementary Medical Insurance Trust Fund",N
0,00,75-800470,"Premiums Collected for the Disabled, FSMI Fund",N
0,00,75-800501,"FHI Trust Fund, Transfers from General Fund (FICA Taxes)",N
0,00,75-800510,"FHI Trust Fund, Receipts from Railroad Retirement Board",N
0,00,75-800511,"FHI Trust Fund, Transfers from General Fund (SECA Taxes)",N
0,00,75-800512,"FHI Trust Fund, Federal Employer Contributions (FICA)",N
0,00,75-800513,"FHI Trust Fund, Postal Service Employer Contributions (FICA)",N
0,00,75-800520,"FHI Trust Fund, Interest Received by Trust Funds",N
0,00,75-800529,"FHI Trust Fund, Other Proprietary Interest from the Public",N
0,00,75-800535,"FHI Trust Fund, Taxation on OASDI Benefits",N
0,00,75-800540,"FHI Trust Fund, Basic Premium, Medicare Advantage",N
0,00,75-800544,"FHI Trust Fund, Payment from the General Fund for Health Care Fraud and Abuse Control Account",N
0,00,75-800546,"FHI Trust Fund, Transfers from General Fund (criminal Fines)",N
0,00,75-800547,"FHI Trust Fund, Transfers from General Fund (civil Monetary Penalties)",N
0,00,75-800548,"FHI Trust Fund, Transfers from General Fund (asset Forfeitures)",N
0,00,75-800549,"FHI Trust Fund, Civil Penalties and Damages",N
0,00,75-800550,"FHI Trust Fund, Interest Payments by Railroad Retirement Board",N
0,00,75-800553,"FHI Trust Fund, Medicare Refunds",N
0,00,75-800560,"FHI Trust Fund, Payments from the General Fund (uninsured and Program Management)",N
0,00,75-800590,"FHI Trust Fund, Premiums Collected for Uninsured Individuals not Otherwise Eligible",N
0,00,75-807310,"Contributions, Indian Health Facilities",N
0,00,75-817510,"Deposits, Vaccine Injury Compensation Trust Fund",N
0,00,75-817520,"Interest and Profits on Investments, Vaccine Injury Compensation Trust Fund",N
0,00,75-824810,"Contributions, N.I.H., Unconditional Gift Fund",N
0,00,75-825010,"Centers for Disease Control, Gifts and Donations",N
0,00,75-825310,"Contributions, N.I.H., Conditional Gift Fund",N
0,00,75-825410,"Contributions, PHS Conditional Gift Fund",N
0,00,75-851110,Contributions to the Indian Health Service Gift Fund,N
0,00,75-888810,"Deposits, Patients Benefit Fund, N.I.H.",N
0,00,75-977110,"Gifts and Contributions, Miscellaneous Trust Funds",N
0,00,75-977120,"Interest, Miscellaneous Trust Funds",N
0,00,75-800456,Manufacturer Rebates,N
0,10,75-9911,Salaries and Expenses,N
0,10,75-4309,Revolving Fund for Certification and Other Services,N
0,15,75-0350,Health Resources and Services,N
0,15,75-0320,Vaccine Injury Compensation,N
0,15,75-0321,"Maternal, Infant, and Early Childhood Home Visiting Programs",N
0,15,75-4442,Health Center Guaranteed Loan Financing Account,N
0,15,75-0340,Health Education Assistance Loans Program Account,N
0,15,75-4304,Health Education Assistance Loans Financing Account,N
0,15,75-4305,Health Education Assistance Loans Liquidating Account,N
0,15,75-9931,Medical Facilities Guarantee and Loan Fund,N
0,15,75-8175,Vaccine Injury Compensation Program Trust Fund,N
0,17,75-0390,Indian Health Services,N
0,17,75-0391,Indian Health Facilities,N
0,17,,ADMINISTRATIVE PROVISIONS,N
0,20,75-0943,CDC-Wide Activities and Program Support,N
0,20,75-4553,CDC Working Capital Fund,N
0,20,75-0944,"Toxic Substances and Environmental Public Health, Agency for Toxic Substances and Disease Registry",N
0,20,75-0946,World Trade Center Health Program Fund,N
0,25,75-9915,National Institutes of Health,N
0,30,75-1362,Susbstance Abuse and Mental Health Services Administration,N
0,33,75-1700,Healthcare Research and Quality,N
0,38,75-0512,Grants to States for Medicaid,N
0,38,75-0516,State Grants and Demonstrations,N
0,38,75-0580,Payments to Health Care Trust Funds,N
0,38,75-0519,Quality Improvements Organizations,N
0,38,75-0511,Program Management,N
0,38,75-0515,Children's Health Insurance Fund,N
0,38,75-0522,Center for Medicare and Medicaid Innovation,N
0,38,75-5551,Child Enrollment Contingency Fund,N
0,38,75-0508,"Medicare Health Information Technology Incentive Payments, Recovery Act",N
0,38,75-0112,Rate Review Grants,N
0,38,75-0113,Pre-Existing Condition Insurance Plan Program,N
0,38,75-0114,Early Retiree Reinsurance Program,N
0,38,75-0115,Affordable Insurance Exchange Grants,N
0,38,75-0126,Reduced Cost Sharing for Individuals Enrolling in Qualified Health Plans,N
0,38,75-9055,Reinsurance and Risk Adjustment Program Payments,N
0,38,75-0118,Consumer Operated and Oriented Plan Program Account,N
0,38,75-4418,Consumer Operated and Oriented Plan Financing Account,N
0,38,75-8005,Federal Hospital Insurance Trust Fund,N
0,38,75-8393,Health Care Fraud and Abuse Control Account,N
0,38,75-8004,Federal Supplementary Medical Insurance Trust Fund,N
0,38,75-8307,"Transitional Drug Assistance, Federal Supplementary Medical Insurance Trust Fund",N
0,38,75-8308,"Medicare Prescription Drug Account, Federal Supplementary Insurance Trust Fund",N
0,38,,Allocations Received from Other Accounts,N
0,70,75-1552,Temporary Assistance for Needy Families,N
0,70,75-1522,Contingency Fund,N
0,70,75-1501,Payments to States for Child Support Enforcement and Family Support Programs,N
0,70,75-1502,Low Income Home Energy Assistance,N
0,70,75-1503,Refugee and Entrant Assistance,N
0,70,75-1512,Supporting Healthy Families and Adolescent Development,N
0,70,75-1550,Child Care Entitlement to States,N
0,70,75-1515,Payments to States for the Child Care and Development Block Grant,N
0,70,75-1534,Social Services Block Grant,N
0,70,75-1536,Children and Families Services Programs,N
0,70,75-1553,Children's Research and Technical Assistance,N
0,70,75-1545,Payments for Foster Care and Permanency,N
0,75,75-0142,Aging Services Programs,N
0,75,75-8160,Class Independence Fund,N
0,90,75-9912,General Departmental Management,N
0,90,75-0135,Office for Civil Rights,N
0,90,75-0130,Office of the National Coordinator for Health Information Technology,N
0,90,75-0139,Office of Medicare Hearings and Appeals,N
0,90,75-0140,Public Health and Social Services Emergency Fund,N
0,90,75-0145,Transfers from the Patient-Centered Outcomes Research Trust Fund,N
0,90,75-0144,"Prevention and Wellness Fund, Recovery Act",N
0,90,75-0125,Nonrecurring Expenses Fund,N
0,90,75-0119,Health Insurance Reform Implementation Fund,N
0,90,75-0116,Prevention and Public Health Fund,N
0,90,75-0117,Pregnancy Assistance Fund,N
0,91,75-0379,Retirement Pay and Medical Benefits for Commissioned Officers,N
0,91,75-0170,HHS Accrual Contribution to the Uniformed Services Retiree Health Care Fund,N
0,91,75-9913,Health Activities Funds,N
0,91,75-9941,HHS Service and Supply Fund,N
0,91,75-9971,Miscellaneous Trust Funds,N
0,92,75-0128,Office of the Inspector General,N
0,95,75-9914,Pandemic Flu Preparedness,N
0,SP,,GENERAL FUND RECEIPT ACCOUNTS,N
0,SP,,Allocations Received from Other Accounts,N
0,SP,,GENERAL PROVISIONS,N
0,00,70-031100,Tonnage Duty Increases,N
0,00,70-083400,Breached Bond Penalties,N
0,00,70-0835,"Immigration Fees, Border Security Act",N
0,00,70-143500,"General Fund Proprietary Interest Receipts, not Otherwise Classified",N
0,00,70-242100,Marine Safety Fees,N
0,00,70-274030,"Disaster Assistance, Downward Reestimates",N
0,00,70-276410,"Disaster Assistance, Negative Subsidy",N
0,00,70-322000,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,N
0,00,70-388500,Undistributed Intragovernmental Payments and Receivables from Cancelled Accounts,N
0,00,70-508730,Immigration User Fee,N
0,00,70-508810,Immigration Examination Fee,N
0,00,70-508910,Land Border Inspection Fee,N
0,00,70-510610,H-1B Nonimmigrant Petitioner Account,N
0,00,70-512610,Breached Bond/detention Fund,N
0,00,70-537810,Student and Exchange Visitor Fee,N
0,00,70-538510,"Fees, Aviation Security Capital Fund",N
0,00,70-538530,"Fees, Aviation Security, Deficit Reduction",N
0,00,70-538910,H-1B and L Fraud Prevention and Detection Account,N
0,00,70-539010,Unclaimed Checkpoint Money,N
0,00,70-545110,Immigrant Enforcement Account,N
0,00,70-553310,Wool Manufacturers Trust Fund,N
0,00,70-554310,International Registered Traveler Program Fund,N
0,00,70-559510,Electronic System for Travel Authorization (ESTA) Fees,N
0,00,70-568710,"Deposits, Duties, and Taxes, Puerto Rico",N
0,00,70-569400,User Fees for Customs Services at Small Airports,N
0,00,70-569520,"US Customs User Fees Account, Conveyance/Passenger/Other",N
0,00,70-569530,"US Customs User Fees Account, Merchandise Processing",N
0,00,70-571010,"Sale of Real Property, U.S. Coast Guard Housing Special Fund",N
0,00,20-818510,"Excise Taxes, Oil Spill Liability Trust Fund",N
0,00,70-814720,"Excise Taxes, Sport Fish Restoration, Aquatic Resources Trust Fund",N
0,00,70-814730,"Earnings on Investments, Aquatic Resources Trust Fund",N
0,00,70-814750,"Customs Duties, Aquatic Resources Trust Fund",N
0,00,70-818520,Earnings on Investments,N
0,00,70-818530,"Fines and Penalties, OSLTF",N
0,00,70-818540,"Recoveries, Oil Spill Liability Trust Fund",N
0,00,70-824410,Gifts and Donations,N
0,00,70-824420,"Earnings on Investments, Gifts and Bequests for Disaster Relie",N
0,00,70-853310,General Gift Fund,N
0,00,70-878910,"Proceeds of the Sales of Unclaimed Abandoned, Seized Goods",N
0,10,70-0100,Departmental Operations,N
0,10,70-0101,Counterterrorism Fund,N
0,10,70-0102,Office of the Chief Information Officer,N
0,10,70-4640,Working Capital Fund,N
0,10,70-0115,Analysis and Operations,N
0,10,70-8244,Gifts and Donations,N
0,20,70-0200,Operating Expenses,N
0,30,70-0300,Citizenship and Immigration Services,N
0,40,70-0400,Operating Expenses,N
0,40,70-0405,"Contribution for Annuity Benefits, United States Secret Service",N
0,40,70-0401,"Acquisition, Construction, and Improvements",N
0,45,70-0550,Aviation Security,N
0,45,70-0541,Federal Air Marshals,N
0,45,70-0551,Surface Transportation Security,N
0,45,70-0554,Transportation Security Support,N
0,45,70-0557,Transportation Threat Assessment and Credentialing,N
0,49,70-0509,Salaries and expenses,N
0,49,70-0510,"Acquisitions, Construction, Improvements and Related Expenses",N
0,55,70-0540,Immigration and Customs Enforcement,N
0,55,70-0543,"Automation Modernization, Immigration and Customs Enforcement",N
0,55,70-0545,Construction,N
0,58,70-0530,Customs and Border Protection,N
0,58,70-0533,"Border Security Fencing, Infrastructure, and Technology",N
0,58,70-0531,"Automation Modernization, Customs and Border Protection",N
0,58,70-0532,"Construction, Customs and Border Protection",N
0,58,70-0544,"Air and Marine Interdiction, Operations, Maintenance, and Procurement",N
0,58,70-5687,"Refunds, Transfers, and Expenses of Operation, Puerto Rico",N
0,58,70-5533,Payments to Wool Manufacturers,N
0,58,70-5543,International Registered Traveler,N
0,58,70-5595,Electronic System for Travel Authorization,N
0,58,70-8789,"US Customs Refunds, Transfers and Expenses, Unclaimed and Abandoned Goods",N
0,60,70-0610,Operating Expenses,N
0,60,70-0611,Environmental Compliance and Restoration,N
0,60,70-0612,Reserve Training,N
0,60,70-0613,"Acquisition, Construction, and Improvements",N
0,60,70-0614,Alteration of Bridges,N
0,60,70-0615,"Research, Development, Test, and Evaluation",N
0,60,70-0616,"Medicare-eligible Retiree Health Fund Contribution, Homeland Security",N
0,60,70-0602,Retired Pay,N
0,60,70-0603,Coast Guard Housing Fund,N
0,60,70-5710,U.S. Coast Guard Housing Special Fund,N
0,60,70-4535,Supply Fund,N
0,60,70-4743,Yard Fund,N
0,60,70-8147,Aquatic Resources Trust Fund,N
0,60,70-8149,Boat Safety,N
0,60,70-8314,Trust Fund Share of Expenses,N
0,60,70-8533,General Gift Fund,N
0,60,70-8185,Oil Spill Liability Trust Fund,N
0,60,70-8349,Maritime Oil Spill Programs,N
0,60,70-9981,Miscellaneous Trust Revolving Funds,N
0,65,70-0566,National Protection and Programs Directorate,N
0,65,70-0521,United States Visitor and Immigrant Status Indicator Technology,N
0,65,70-0565,Infrastructure Protection and Information Security,N
0,65,70-0542,Federal Protective Service,N
0,65,70-0714,Biodefense Countermeasures,N
0,65,70-0117,Office of Health Affairs,N
0,70,70-0500,Flood Hazard Mapping and Risk Analysis Program,N
0,70,70-0560,State and Local Programs,N
0,70,70-0721,First Responder Stabilization Fund,N
0,70,70-0564,United States Fire Administration and Training,N
0,70,70-0715,Radiological Emergency Preparedness Program,N
0,70,70-0711,"Readiness, Mitigation, Response, and Recovery",N
0,70,70-0712,Administrative and Regional Operations,N
0,70,70-0700,Salaries and Expenses,N
0,70,70-0701,National Predisaster Mitigation Grants,N
0,70,70-0717,National Flood Mitigation Fund,N
0,70,70-0716,National Pre-disaster Mitigation Fund,N
0,70,70-0707,Emergency Food and Shelter,N
0,70,70-0702,Disaster Relief,N
0,70,70-4236,National Flood Insurance Fund,N
0,70,70-0703,Disaster Assistance Direct Loan Program Account,N
0,70,70-4234,Disaster Assistance Direct Loan Financing Account,N
0,80,70-0800,"Research, Development, Acquisitions and Operations",N
0,85,70-0861,Management and Administration,N
0,85,70-0860,"Research, Development, and Operations",N
0,85,70-0862,Systems Acquisition,N
0,90,70-0911,Assessments and Evaluation,N
0,90,70-0900,Operating Expenses,N
0,SP,,GENERAL FUND RECEIPT ACCOUNTS,N
0,SP,,GENERAL PROVISIONS,N
0,00,86-143500,"General Fund Proprietary Interest Receipts, not Otherwise Classified",N
0,00,86-246900,Government-sponsored Enterprises Oversight Fee,N
0,00,86-271910,"FHA-general and Special Risk, Negative Subsidies",N
0,00,86-271930,"FHA-general and Special Risk, Downward Reestimates of Subsidies",N
0,00,86-274330,"Indian Housing Loan Guarantees, Downward Reestimates of Subsidies",N
0,00,86-276230,Title VI Indian Loan Guarantee Downward Reestimate,N
0,00,86-277330,"Community Development Loan Guarantees, Downward Reestimates",N
0,00,86-279930,"Native Hawaiian Housing Loan Guarantees, Downward Reestimates of Subsidies",N
0,00,86-322000,All Other General Fund Proprietary Receipts Including Budget Clearing Accounts,N
0,00,86-388510,Undistributed Intragovernmental Payments,N
0,00,86-527010,Interstate Land Sales Fund,N
0,00,86-530110,"GNMA-guarantees of Mortgage Backed Securities Guarantee Loans, Negative Subsidies",N
0,00,86-809310,Gifts and Bequests,N
0,00,86-811910,"Mobile Home Inspection and Monitoring Fees, Manufactured Housing Fee Trust Fund",N
0,00,86-811930,"General Fund Payment, Manufactured Housing Fee Trust Fund",N
0,03,86-0406,Rental Assistance Demonstration,N
0,03,86-0311,Prevention of Resident Displacement,N
0,03,86-0302,Tenant Based Rental Assistance,N
0,03,86-0319,Housing Certificate Fund,N
0,03,86-0303,Project-based Rental Assistance,N
0,03,86-0304,Public Housing Capital Fund,N
0,03,86-0163,Public Housing Operating Fund,N
0,03,86-0197,Drug Elimination Grants for Low-income Housing,N
0,03,86-0349,Choice Neighborhoods,N
0,03,86-0218,Revitalization of Severely Distressed Public Housing (HOPE VI),N
0,03,86-0313,Native American Housing Block Grant,N
0,03,86-0235,Native Hawaiian Housing Block Grant,N
0,03,86-4098,Low-rent Public Housing—loans and Other Expenses,N
0,03,86-0223,Indian Housing Loan Guarantee Fund Program Account,N
0,03,86-4104,Indian Housing Loan Guarantee Fund Financing Account,N
0,03,86-0233,Native Hawaiian Housing Loan Guarantee Fund Program Account,N
0,03,86-4351,Native Hawaiian Housing Loan Guarantee Fund Financing Account,N
0,03,86-4244,Title VI Indian Federal Guarantees Financing Account,N
0,06,86-0308,Housing Opportunities for Persons with AIDS,N
0,06,86-0162,Community Development Fund,N
0,06,86-0315,Empowerment Zones/enterprise Communities/renewal Communities,N
0,06,86-0314,Brownfields Redevelopment,N
0,06,86-0205,Home Investment Partnership Program,N
0,06,86-5553,Housing Trust Fund,N
0,06,86-0176,Self-help Homeownership Opportunity Program,N
0,06,86-0344,Neighborhood Stabilization Program,N
0,06,86-0192,Homeless Assistance Grants,N
0,06,86-0342,Permanent Supportive Housing,N
0,06,86-0324,Rural Housing and Economic Development,N
0,06,86-0170,Urban Development Action Grants,N
0,06,86-4015,Revolving Fund (liquidating Programs),N
0,06,86-0198,Community Development Loan Guarantees Program Account,N
0,06,86-4096,Community Development Loan Guarantees Financing Account,N
0,06,86-4097,Community Development Loan Guarantees Liquidating Account,N
0,09,86-0320,Housing for the Elderly,N
0,09,86-0237,Housing for Persons with Disabilities,N
0,09,86-0156,Housing Counseling Assistance,N
0,09,86-0401,Energy Innovation Fund,N
0,09,86-0407,Emergency Homeowners' Relief Fund,N
0,09,86-4357,Emergency Homeowners' Relief Financing Account,N
0,09,86-0206,Other Assisted Housing Programs,N
