schedule_seq,account_seq,bureau_code,treasury-id,schedule-code,schedule-treasury-id,schedule-name,col3_head,col4_head,col5_head
585,0,05,13-4511,VCOM09134511,13-4511-0-4-376,Object Classification,2011 actual,2012 est.,2013 est.
586,0,05,13-4511,VCOM10134511,13-4511-0-4-376,Employment Summary,2011 actual,2012 est.,2013 est.
587,0,05,13-4564,VCOM01134564,13-4564-0-4-376,Program and Financing,2011 actual,2012 est.,2013 est.
588,0,05,13-0122,VCOM01130122,13-0122-0-1-376,Program and Financing,2011 actual,2012 est.,2013 est.
589,0,05,13-8501,VCOM00138501,13-8501-0-7-376,Special and Trust Fund Receipts,2011 actual,2012 est.,2013 est.
590,0,05,13-8501,VCOM01138501,13-8501-0-7-376,Program and Financing,2011 actual,2012 est.,2013 est.
591,0,05,13-8501,VCOM09138501,13-8501-0-7-376,Object Classification,2011 actual,2012 est.,2013 est.
592,0,06,13-0125,VCOM01130125,13-0125-0-1-452,Program and Financing,2011 actual,2012 est.,2013 est.
593,0,06,13-0125,VCOM09130125,13-0125-0-1-452,Object Classification,2011 actual,2012 est.,2013 est.
594,0,06,13-0125,VCOM10130125,13-0125-0-1-452,Employment Summary,2011 actual,2012 est.,2013 est.
595,0,06,13-2050,VCOM01132050,13-2050-0-1-452,Program and Financing,2011 actual,2012 est.,2013 est.
596,0,06,13-2050,VCOM03132050,13-2050-0-1-452,"Summary of Loan Levels, Subsidy Budget Authority and Outlays by Program",2011 actual,2012 est.,2013 est.
597,0,06,13-2050,VCOM09132050,13-2050-0-1-452,Object Classification,2011 actual,2012 est.,2013 est.
598,0,06,13-4356,VCOM01134356,13-4356-0-3-452,Program and Financing,2011 actual,2012 est.,2013 est.
599,0,06,13-4356,VCOM05134356,13-4356-0-3-452,Status of Guaranteed Loans,2011 actual,2012 est.,2013 est.
600,0,06,13-4406,VCOM01134406,13-4406-0-3-452,Program and Financing,2011 actual,2012 est.,2013 est.
601,0,06,13-4406,VCOM04134406,13-4406-0-3-452,Status of Direct Loans,2011 actual,2012 est.,2013 est.
602,0,06,13-4406,VCOM07134406,13-4406-0-3-452,Balance Sheet,2010 actual,2011 actual,NA
603,0,06,13-4406,VCOM09134406,13-4406-0-3-452,Object Classification,2011 actual,2012 est.,2013 est.
604,0,07,13-0401,VCOM01130401,13-0401-0-1-376,Program and Financing,2011 actual,2012 est.,2013 est.
605,0,07,13-0401,VCOM09130401,13-0401-0-1-376,Object Classification,2011 actual,2012 est.,2013 est.
606,0,07,13-0401,VCOM10130401,13-0401-0-1-376,Employment Summary,2011 actual,2012 est.,2013 est.
607,0,07,13-0450,VCOM01130450,13-0450-0-1-376,Program and Financing,2011 actual,2012 est.,2013 est.
608,0,07,13-0450,VCOM09130450,13-0450-0-1-376,Object Classification,2011 actual,2012 est.,2013 est.
609,0,07,13-0450,VCOM10130450,13-0450-0-1-376,Employment Summary,2011 actual,2012 est.,2013 est.
610,0,07,13-4512,VCOM01134512,13-4512-0-4-376,Program and Financing,2011 actual,2012 est.,2013 est.
611,0,07,13-4512,VCOM09134512,13-4512-0-4-376,Object Classification,2011 actual,2012 est.,2013 est.
612,0,07,13-4512,VCOM10134512,13-4512-0-4-376,Employment Summary,2011 actual,2012 est.,2013 est.
613,0,08,13-1500,VCOM01131500,13-1500-0-1-376,Program and Financing,2011 actual,2012 est.,2013 est.
614,0,08,13-1500,VCOM09131500,13-1500-0-1-376,Object Classification,2011 actual,2012 est.,2013 est.
615,0,08,13-1500,VCOM10131500,13-1500-0-1-376,Employment Summary,2011 actual,2012 est.,2013 est.
616,0,25,13-1250,VCOM01131250,13-1250-0-1-376,Program and Financing,2011 actual,2012 est.,2013 est.
617,0,25,13-1250,VCOM09131250,13-1250-0-1-376,Object Classification,2011 actual,2012 est.,2013 est.
618,0,25,13-1250,VCOM10131250,13-1250-0-1-376,Employment Summary,2011 actual,2012 est.,2013 est.
619,0,25,13-5521,VCOM01135521,13-5521-0-2-376,Program and Financing,2011 actual,2012 est.,2013 est.
620,0,30,13-0300,VCOM01130300,13-0300-0-1-999,Program and Financing,2011 actual,2012 est.,2013 est.
621,0,30,13-0300,VCOM09130300,13-0300-0-1-999,Object Classification,2011 actual,2012 est.,2013 est.
622,0,30,13-0300,VCOM10130300,13-0300-0-1-999,Employment Summary,2011 actual,2012 est.,2013 est.
623,0,40,13-0201,VCOM01130201,13-0201-0-1-376,Program and Financing,2011 actual,2012 est.,2013 est.
624,0,40,13-0201,VCOM09130201,13-0201-0-1-376,Object Classification,2011 actual,2012 est.,2013 est.
625,0,40,13-0201,VCOM10130201,13-0201-0-1-376,Employment Summary,2011 actual,2012 est.,2013 est.
626,0,48,13-1450,VCOM01131450,13-1450-0-1-306,Program and Financing,2011 actual,2012 est.,2013 est.
627,0,48,13-1450,VCOM09131450,13-1450-0-1-306,Object Classification,2011 actual,2012 est.,2013 est.
628,0,48,13-1450,VCOM10131450,13-1450-0-1-306,Employment Summary,2011 actual,2012 est.,2013 est.
629,0,48,13-1460,VCOM01131460,13-1460-0-1-306,Program and Financing,2011 actual,2012 est.,2013 est.
630,0,48,13-1460,VCOM09131460,13-1460-0-1-306,Object Classification,2011 actual,2012 est.,2013 est.
631,0,48,13-1460,VCOM10131460,13-1460-0-1-306,Employment Summary,2011 actual,2012 est.,2013 est.
632,0,48,13-5284,VCOM00135284,13-5284-0-2-306,Special and Trust Fund Receipts,2011 actual,2012 est.,2013 est.
633,0,48,13-5284,VCOM01135284,13-5284-0-2-306,Program and Financing,2011 actual,2012 est.,2013 est.
634,0,48,13-5284,VCOM09135284,13-5284-0-2-306,Object Classification,2011 actual,2012 est.,2013 est.
635,0,48,13-5284,VCOM10135284,13-5284-0-2-306,Employment Summary,2011 actual,2012 est.,2013 est.
636,0,48,13-1451,VCOM01131451,13-1451-0-1-306,Program and Financing,2011 actual,2012 est.,2013 est.
637,0,48,13-1451,VCOM10131451,13-1451-0-1-306,Employment Summary,2011 actual,2012 est.,2013 est.
638,0,48,13-5584,VCOM00135584,13-5584-0-2-376,Special and Trust Fund Receipts,2011 actual,2012 est.,2013 est.
639,0,48,13-5584,VCOM01135584,13-5584-0-2-376,Program and Financing,2011 actual,2012 est.,2013 est.
640,0,48,13-1465,VCOM01131465,13-1465-0-1-306,Program and Financing,2011 actual,2012 est.,2013 est.
641,0,48,13-5583,VCOM00135583,13-5583-0-2-376,Special and Trust Fund Receipts,2011 actual,2012 est.,2013 est.
642,0,48,13-5583,VCOM01135583,13-5583-0-2-376,Program and Financing,2011 actual,2012 est.,2013 est.
643,0,48,13-5583,VCOM09135583,13-5583-0-2-376,Object Classification,2011 actual,2012 est.,2013 est.
644,0,48,13-5139,VCOM00135139,13-5139-0-2-376,Special and Trust Fund Receipts,2011 actual,2012 est.,2013 est.
645,0,48,13-5139,VCOM01135139,13-5139-0-2-376,Program and Financing,2011 actual,2012 est.,2013 est.
646,0,48,13-5139,VCOM10135139,13-5139-0-2-376,Employment Summary,2011 actual,2012 est.,2013 est.
647,0,48,13-5362,VCOM00135362,13-5362-0-2-302,Special and Trust Fund Receipts,2011 actual,2012 est.,2013 est.
648,0,48,13-5362,VCOM01135362,13-5362-0-2-302,Program and Financing,2011 actual,2012 est.,2013 est.
649,0,48,13-4313,VCOM01134313,13-4313-0-3-306,Program and Financing,2011 actual,2012 est.,2013 est.
650,0,48,13-4313,VCOM04134313,13-4313-0-3-306,Status of Direct Loans,2011 actual,2012 est.,2013 est.
651,0,48,13-4313,VCOM07134313,13-4313-0-3-306,Balance Sheet,2010 actual,2011 actual,NA
652,0,48,13-4316,VCOM01134316,13-4316-0-3-306,Program and Financing,2011 actual,2012 est.,2013 est.
653,0,48,13-4316,VCOM09134316,13-4316-0-3-306,Object Classification,2011 actual,2012 est.,2013 est.
654,0,48,13-4316,VCOM10134316,13-4316-0-3-306,Employment Summary,2011 actual,2012 est.,2013 est.
655,0,48,13-1456,VCOM01131456,13-1456-0-1-376,Program and Financing,2011 actual,2012 est.,2013 est.
656,0,48,13-1456,VCOM03131456,13-1456-0-1-376,"Summary of Loan Levels, Subsidy Budget Authority and Outlays by Program",2011 actual,2012 est.,2013 est.
657,0,48,13-4324,VCOM01134324,13-4324-0-3-376,Program and Financing,2011 actual,2012 est.,2013 est.
658,0,48,13-4324,VCOM04134324,13-4324-0-3-376,Status of Direct Loans,2011 actual,2012 est.,2013 est.
659,0,48,13-4324,VCOM07134324,13-4324-0-3-376,Balance Sheet,2010 actual,2011 actual,NA
660,0,48,13-4314,VCOM01134314,13-4314-0-3-376,Program and Financing,2011 actual,2012 est.,2013 est.
661,0,48,13-4314,VCOM05134314,13-4314-0-3-376,Status of Guaranteed Loans,2011 actual,2012 est.,2013 est.
662,0,48,13-4314,VCOM07134314,13-4314-0-3-376,Balance Sheet,2010 actual,2011 actual,NA
663,0,48,13-4417,VCOM05134417,13-4417-0-3-376,Status of Guaranteed Loans,2011 actual,2012 est.,2013 est.
664,0,48,13-4417,VCOM07134417,13-4417-0-3-376,Balance Sheet,2010 actual,2011 actual,NA
665,0,51,13-1006,VCOM01131006,13-1006-0-1-376,Program and Financing,2011 actual,2012 est.,2013 est.
666,0,51,13-1006,VCOM09131006,13-1006-0-1-376,Object Classification,2011 actual,2012 est.,2013 est.
667,0,51,13-1006,VCOM10131006,13-1006-0-1-376,Employment Summary,2011 actual,2012 est.,2013 est.
668,0,54,13-4295,VCOM01134295,13-4295-0-3-376,Program and Financing,2011 actual,2012 est.,2013 est.
669,0,54,13-4295,VCOM07134295,13-4295-0-3-376,Balance Sheet,2010 actual,2011 actual,NA
670,0,54,13-4295,VCOM09134295,13-4295-0-3-376,Object Classification,2011 actual,2012 est.,2013 est.
671,0,54,13-4295,VCOM10134295,13-4295-0-3-376,Employment Summary,2011 actual,2012 est.,2013 est.
672,0,55,13-0500,VCOM01130500,13-0500-0-1-376,Program and Financing,2011 actual,2012 est.,2013 est.
673,0,55,13-0500,VCOM09130500,13-0500-0-1-376,Object Classification,2011 actual,2012 est.,2013 est.
674,0,55,13-0500,VCOM10130500,13-0500-0-1-376,Employment Summary,2011 actual,2012 est.,2013 est.
675,0,55,13-0525,VCOM01130525,13-0525-0-1-376,Program and Financing,2011 actual,2012 est.,2013 est.
676,0,55,13-0525,VCOM09130525,13-0525-0-1-376,Object Classification,2011 actual,2012 est.,2013 est.
677,0,55,13-0525,VCOM10130525,13-0525-0-1-376,Employment Summary,2011 actual,2012 est.,2013 est.
678,0,55,13-0515,VCOM01130515,13-0515-0-1-376,Program and Financing,2011 actual,2012 est.,2013 est.
679,0,55,13-0515,VCOM09130515,13-0515-0-1-376,Object Classification,2011 actual,2012 est.,2013 est.
680,0,55,13-0515,VCOM10130515,13-0515-0-1-376,Employment Summary,2011 actual,2012 est.,2013 est.
681,0,55,13-4650,VCOM01134650,13-4650-0-4-376,Program and Financing,2011 actual,2012 est.,2013 est.
682,0,55,13-4650,VCOM09134650,13-4650-0-4-376,Object Classification,2011 actual,2012 est.,2013 est.
683,0,55,13-4650,VCOM10134650,13-4650-0-4-376,Employment Summary,2011 actual,2012 est.,2013 est.
684,0,55,13-0513,VCOM01130513,13-0513-4-1-376,Program and Financing,2011 actual,2012 est.,2013 est.
685,0,55,13-0513,VCOM09130513,13-0513-4-1-376,Object Classification,2011 actual,2012 est.,2013 est.
686,0,55,13-0513,VCOM10130513,13-0513-4-1-376,Employment Summary,2011 actual,2012 est.,2013 est.
687,0,55,13-0530,VCOM01130530,13-0530-4-1-376,Program and Financing,2011 actual,2012 est.,2013 est.
688,0,55,13-0530,VCOM09130530,13-0530-4-1-376,Object Classification,2011 actual,2012 est.,2013 est.
689,0,55,13-0530,VCOM10130530,13-0530-4-1-376,Employment Summary,2011 actual,2012 est.,2013 est.
690,0,60,13-0550,VCOM01130550,13-0550-0-1-376,Program and Financing,2011 actual,2012 est.,2013 est.
691,0,60,13-0550,VCOM02130550,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
692,0,60,13-0550,VCOM09130550,13-0550-0-1-376,Object Classification,2011 actual,2012 est.,2013 est.
693,0,60,13-0550,VCOM10130550,13-0550-0-1-376,Employment Summary,2011 actual,2012 est.,2013 est.
694,0,60,13-0550,VCOM01130550,13-0550-4-1-376,Program and Financing,2011 actual,2012 est.,2013 est.
695,0,60,13-0550,VCOM09130550,13-0550-4-1-376,Object Classification,2011 actual,2012 est.,2013 est.
696,0,60,13-0550,VCOM10130550,13-0550-4-1-376,Employment Summary,2011 actual,2012 est.,2013 est.
697,0,60,13-0551,VCOM01130551,13-0551-0-1-503,Program and Financing,2011 actual,2012 est.,2013 est.
698,0,60,13-0551,VCOM09130551,13-0551-0-1-503,Object Classification,2011 actual,2012 est.,2013 est.
699,0,60,13-0551,VCOM10130551,13-0551-0-1-503,Employment Summary,2011 actual,2012 est.,2013 est.
700,0,60,13-0552,VCOM01130552,13-0552-0-1-503,Program and Financing,2011 actual,2012 est.,2013 est.
701,0,60,13-0554,VCOM01130554,13-0554-0-1-376,Program and Financing,2011 actual,2012 est.,2013 est.
702,0,60,13-5396,VCOM01135396,13-5396-0-2-376,Program and Financing,2011 actual,2012 est.,2013 est.
703,0,60,13-5396,VCOM09135396,13-5396-0-2-376,Object Classification,2011 actual,2012 est.,2013 est.
704,0,60,13-5396,VCOM10135396,13-5396-0-2-376,Employment Summary,2011 actual,2012 est.,2013 est.
705,0,60,13-0516,VCOM01130516,13-0516-4-1-376,Program and Financing,2011 actual,2012 est.,2013 est.
706,0,60,13-0516,VCOM09130516,13-0516-4-1-376,Object Classification,2011 actual,2012 est.,2013 est.
707,0,60,13-0516,VCOM10130516,13-0516-4-1-376,Employment Summary,2011 actual,2012 est.,2013 est.
708,0,60,13-0558,VCOM01130558,13-0558-4-1-376,Program and Financing,2011 actual,2012 est.,2013 est.
709,0,60,13-0558,VCOM09130558,13-0558-4-1-376,Object Classification,2011 actual,2012 est.,2013 est.
710,0,60,13-0558,VCOM10130558,13-0558-4-1-376,Employment Summary,2011 actual,2012 est.,2013 est.
711,0,SP,,VCOM12130000,,,2011 actual,2012 est.,2013 est.
712,0,05,21-2010,VMIL01212010,21-2010-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
713,0,05,21-2010,VMIL02212010,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
714,0,05,21-2010,VMIL09212010,21-2010-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
715,0,05,21-1004,VMIL01211004,21-1004-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
716,0,05,21-1004,VMIL02211004,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
717,0,05,21-1004,VMIL01211004,21-1004-2-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
718,0,05,17-1453,VMIL01171453,17-1453-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
719,0,05,17-1453,VMIL02171453,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
720,0,05,17-1453,VMIL09171453,17-1453-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
721,0,05,17-1000,VMIL01171000,17-1000-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
722,0,05,17-1000,VMIL02171000,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
723,0,05,17-1000,VMIL01171000,17-1000-2-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
724,0,05,17-1105,VMIL01171105,17-1105-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
725,0,05,17-1105,VMIL02171105,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
726,0,05,17-1105,VMIL09171105,17-1105-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
727,0,05,17-1001,VMIL01171001,17-1001-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
728,0,05,17-1001,VMIL02171001,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
729,0,05,17-1001,VMIL01171001,17-1001-2-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
730,0,05,57-3500,VMIL01573500,57-3500-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
731,0,05,57-3500,VMIL02573500,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
732,0,05,57-3500,VMIL09573500,57-3500-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
733,0,05,57-1007,VMIL01571007,57-1007-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
734,0,05,57-1007,VMIL02571007,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
735,0,05,57-1007,VMIL01571007,57-1007-2-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
736,0,05,21-2070,VMIL01212070,21-2070-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
737,0,05,21-2070,VMIL02212070,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
738,0,05,21-2070,VMIL09212070,21-2070-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
739,0,05,21-1005,VMIL01211005,21-1005-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
740,0,05,21-1005,VMIL02211005,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
741,0,05,21-1005,VMIL01211005,21-1005-2-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
742,0,05,17-1405,VMIL01171405,17-1405-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
743,0,05,17-1405,VMIL02171405,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
744,0,05,17-1405,VMIL09171405,17-1405-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
745,0,05,17-1002,VMIL01171002,17-1002-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
746,0,05,17-1002,VMIL02171002,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
747,0,05,17-1002,VMIL01171002,17-1002-2-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
748,0,05,17-1108,VMIL01171108,17-1108-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
749,0,05,17-1108,VMIL02171108,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
750,0,05,17-1108,VMIL09171108,17-1108-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
751,0,05,17-1003,VMIL01171003,17-1003-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
752,0,05,17-1003,VMIL02171003,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
753,0,05,17-1003,VMIL01171003,17-1003-2-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
754,0,05,57-3700,VMIL01573700,57-3700-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
755,0,05,57-3700,VMIL02573700,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
756,0,05,57-3700,VMIL09573700,57-3700-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
757,0,05,57-1008,VMIL01571008,57-1008-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
758,0,05,57-1008,VMIL02571008,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
759,0,05,57-1008,VMIL01571008,57-1008-2-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
760,0,05,21-2060,VMIL01212060,21-2060-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
761,0,05,21-2060,VMIL02212060,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
762,0,05,21-2060,VMIL09212060,21-2060-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
763,0,05,21-1006,VMIL01211006,21-1006-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
764,0,05,21-1006,VMIL02211006,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
765,0,05,21-1006,VMIL01211006,21-1006-2-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
766,0,05,57-3850,VMIL01573850,57-3850-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
767,0,05,57-3850,VMIL02573850,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
768,0,05,57-3850,VMIL09573850,57-3850-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
769,0,05,57-1009,VMIL01571009,57-1009-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
770,0,05,57-1009,VMIL02571009,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
771,0,05,57-1009,VMIL01571009,57-1009-2-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
772,0,05,97-0041,VMIL01970041,97-0041-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
773,0,10,21-2020,VMIL01212020,21-2020-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
774,0,10,21-2020,VMIL02212020,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
775,0,10,21-2020,VMIL09212020,21-2020-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
776,0,10,21-2020,VMIL10212020,21-2020-0-1-051,Employment Summary,2011 actual,2012 est.,2013 est.
777,0,10,17-1804,VMIL01171804,17-1804-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
778,0,10,17-1804,VMIL02171804,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
779,0,10,17-1804,VMIL09171804,17-1804-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
780,0,10,17-1804,VMIL10171804,17-1804-0-1-051,Employment Summary,2011 actual,2012 est.,2013 est.
781,0,10,17-1106,VMIL01171106,17-1106-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
782,0,10,17-1106,VMIL02171106,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
783,0,10,17-1106,VMIL09171106,17-1106-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
784,0,10,17-1106,VMIL10171106,17-1106-0-1-051,Employment Summary,2011 actual,2012 est.,2013 est.
785,0,10,57-3400,VMIL01573400,57-3400-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
786,0,10,57-3400,VMIL02573400,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
787,0,10,57-3400,VMIL09573400,57-3400-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
788,0,10,57-3400,VMIL10573400,57-3400-0-1-051,Employment Summary,2011 actual,2012 est.,2013 est.
789,0,10,97-0100,VMIL01970100,97-0100-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
790,0,10,97-0100,VMIL02970100,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
791,0,10,97-0100,VMIL09970100,97-0100-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
792,0,10,97-0100,VMIL10970100,97-0100-0-1-051,Employment Summary,2011 actual,2012 est.,2013 est.
793,0,10,97-0107,VMIL01970107,97-0107-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
794,0,10,97-0107,VMIL02970107,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
795,0,10,97-0107,VMIL09970107,97-0107-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
796,0,10,97-0107,VMIL10970107,97-0107-0-1-051,Employment Summary,2011 actual,2012 est.,2013 est.
797,0,10,21-2080,VMIL01212080,21-2080-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
798,0,10,21-2080,VMIL02212080,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
799,0,10,21-2080,VMIL09212080,21-2080-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
800,0,10,21-2080,VMIL10212080,21-2080-0-1-051,Employment Summary,2011 actual,2012 est.,2013 est.
801,0,10,17-1806,VMIL01171806,17-1806-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
802,0,10,17-1806,VMIL02171806,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
803,0,10,17-1806,VMIL09171806,17-1806-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
804,0,10,17-1806,VMIL10171806,17-1806-0-1-051,Employment Summary,2011 actual,2012 est.,2013 est.
805,0,10,17-1107,VMIL01171107,17-1107-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
806,0,10,17-1107,VMIL02171107,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
807,0,10,17-1107,VMIL09171107,17-1107-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
808,0,10,17-1107,VMIL10171107,17-1107-0-1-051,Employment Summary,2011 actual,2012 est.,2013 est.
809,0,10,57-3740,VMIL01573740,57-3740-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
810,0,10,57-3740,VMIL02573740,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
811,0,10,57-3740,VMIL09573740,57-3740-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
812,0,10,57-3740,VMIL10573740,57-3740-0-1-051,Employment Summary,2011 actual,2012 est.,2013 est.
813,0,10,21-2065,VMIL01212065,21-2065-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
814,0,10,21-2065,VMIL02212065,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
815,0,10,21-2065,VMIL09212065,21-2065-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
816,0,10,21-2065,VMIL10212065,21-2065-0-1-051,Employment Summary,2011 actual,2012 est.,2013 est.
817,0,10,57-3840,VMIL01573840,57-3840-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
818,0,10,57-3840,VMIL02573840,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
819,0,10,57-3840,VMIL09573840,57-3840-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
820,0,10,57-3840,VMIL10573840,57-3840-0-1-051,Employment Summary,2011 actual,2012 est.,2013 est.
821,0,10,97-0118,VMIL01970118,97-0118-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
822,0,10,97-0104,VMIL01970104,97-0104-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
823,0,10,97-0104,VMIL09970104,97-0104-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
824,0,10,97-0104,VMIL10970104,97-0104-0-1-051,Employment Summary,2011 actual,2012 est.,2013 est.
825,0,10,97-0105,VMIL01970105,97-0105-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
826,0,10,97-0105,VMIL02970105,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
827,0,10,97-0105,VMIL09970105,97-0105-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
828,0,10,97-0838,VMIL01970838,97-0838-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
829,0,10,97-0801,VMIL01970801,97-0801-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
830,0,10,97-0130,VMIL01970130,97-0130-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
831,0,10,97-0130,VMIL02970130,,Summary of Budget Authority and Outlays,2011 actual,2012 est.,2013 est.
832,0,10,97-0130,VMIL09970130,97-0130-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
833,0,10,97-0130,VMIL10970130,97-0130-0-1-051,Employment Summary,2011 actual,2012 est.,2013 est.
834,0,10,97-0130,VMIL01970130,97-0130-2-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
835,0,10,97-0130,VMIL09970130,97-0130-2-1-051,Object Classification,2011 actual,2012 est.,2013 est.
836,0,10,97-0810,VMIL01970810,97-0810-0-1-051,Program and Financing,2011 actual,2012 est.,2013 est.
837,0,10,97-0810,VMIL09970810,97-0810-0-1-051,Object Classification,2011 actual,2012 est.,2013 est.
